edad,sexo,Nivel_edu,size_localidad,Indigena,edu_madre,edu_padre,hermanos,ingreso,color_piel,region
60,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
45,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Profesional (licenciatura o ingeniería),Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
25,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
45,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
50,2 Mujer,Secundaria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Sur
49,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,9,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
27,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
39,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,Profesional (licenciatura o ingeniería),Preparatoria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
38,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
41,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
30,2 Mujer,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",No,,,5,"Igual a un salario mínimo ($2,400)",G,Sur
56,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
42,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Normal básica (con primaria o secundaria),4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,NS,9,"Menor a 1 salario mínimo ($0 – $2,399)",J,Norte-occidente
32,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
31,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,9,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",I,Centro-norte
54,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
55,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,,5,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
52,2 Mujer,Normal básica,"Pueblo (menos de 2,500 habitantes)",No,Normal básica (con primaria o secundaria),Primaria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
31,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
61,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
33,2 Mujer,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte-occidente
39,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
30,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,Preparatoria general,3,NS,H,Centro
28,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Profesional (licenciatura o ingeniería),1,NS,F,Centro-norte
60,2 Mujer,Normal básica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
55,1 Hombre,Normal de licenciatura,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
25,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),6,"Más de 10 salarios mínimos ($24,001 o más)",H,Centro-norte
27,2 Mujer,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
55,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,7,"Igual a un salario mínimo ($2,400)",G,Centro
57,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,13,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte-occidente
40,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,1,No quiso dar información,H,Centro
59,2 Mujer,Técnica o comercial con secundaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte-occidente
26,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,Primaria,8,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte
47,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,3,No quiso dar información,F,Centro
64,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,10,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
25,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Preparatoria general,Preparatoria general,2,"Igual a un salario mínimo ($2,400)",I,Sur
48,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,NS,,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
26,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Norte
34,2 Mujer,Ninguno/no fue a la escuela,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,4,"Igual a un salario mínimo ($2,400)",E,Sur
26,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,NS,NS,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
64,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,11,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
51,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
28,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",J,Sur
34,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,10,"Menor a 1 salario mínimo ($0 – $2,399)",F,Norte-occidente
57,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,14,"Igual a un salario mínimo ($2,400)",G,Norte-occidente
49,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,13,NS,H,Centro-norte
58,1 Hombre,Técnica o comercial con preparatoria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Técnica o comercial con preparatoria,Técnica o comercial con preparatoria,2,No quiso dar información,I,Centro
42,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,,,7,"Menor a 1 salario mínimo ($0 – $2,399)",D,Sur
43,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Igual a un salario mínimo ($2,400)",H,Norte
33,1 Hombre,Normal básica,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
42,1 Hombre,Primaria,Metrópoli (más de 500 mil habitantes),No,,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
31,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
31,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
36,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
40,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,NS,F,Centro
62,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,11,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
30,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,NS,NS,5,NS,E,Norte
64,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,8,"Más de 10 salarios mínimos ($24,001 o más)",J,Centro
59,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,,,8,"Igual a un salario mínimo ($2,400)",F,Centro
29,2 Mujer,Normal de licenciatura,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,Secundaria técnica,Secundaria técnica,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",J,Centro
52,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",D,Norte-occidente
59,1 Hombre,Normal de licenciatura,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
49,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,13,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
49,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
32,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Postgrado (maestría o doctorado),Primaria,2,"Menor a 1 salario mínimo ($0 – $2,399)",I,Centro-norte
56,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,13,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Norte
25,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,6,"Igual a un salario mínimo ($2,400)",H,Sur
28,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
56,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Primaria,,8,"Igual a un salario mínimo ($2,400)",F,Centro
27,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,Primaria,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
48,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
26,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
47,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Preparatoria general,Secundaria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
63,1 Hombre,Normal de licenciatura,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
25,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),NS,,Profesional (licenciatura o ingeniería),2,NS,H,Centro
45,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria técnica,Secundaria general,6,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",F,Norte
35,2 Mujer,Profesional,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Secundaria general,2,NS,I,Centro
44,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,5,"Igual a un salario mínimo ($2,400)",H,Centro
42,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,9,NS,G,Centro
38,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
33,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
29,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",K,Centro
30,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Preparatoria general,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
57,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,9,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Norte
50,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,,,3,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",I,Norte
45,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,NS,Postgrado (maestría o doctorado),5,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro-norte
60,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",J,Norte
64,2 Mujer,Técnica o comercial con secundaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Normal de licenciatura,Primaria,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Norte-occidente
64,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),No,,,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
62,2 Mujer,Técnica o comercial con secundaria,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,Técnica o comercial con secundaria,Secundaria técnica,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
60,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,5,"Igual a un salario mínimo ($2,400)",G,Centro
56,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,12,"Igual a un salario mínimo ($2,400)",G,Centro
41,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,14,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
49,2 Mujer,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,10,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Norte
62,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,1,No quiso dar información,H,Centro
63,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",NS,,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
63,1 Hombre,Ninguno/no fue a la escuela,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
56,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Norte
63,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,6,No quiso dar información,H,Centro-norte
63,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
28,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,3,"Igual a un salario mínimo ($2,400)",F,Sur
62,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,5,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte-occidente
26,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Preparatoria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
25,1 Hombre,Posgrado,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte-occidente
31,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Técnica o comercial con preparatoria,Preparatoria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
64,2 Mujer,Ninguno/no fue a la escuela,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
26,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
53,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,,4,"Menor a 1 salario mínimo ($0 – $2,399)",E,Norte-occidente
35,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,4,NS,H,Centro-norte
25,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,Preparatoria general,1,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Sur
38,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,3,"Más de 10 salarios mínimos ($24,001 o más)",J,Centro
29,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Preparatoria general,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",J,Centro
36,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,"Igual a un salario mínimo ($2,400)",H,Sur
63,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,12,"Igual a un salario mínimo ($2,400)",F,Centro
61,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
41,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,,1,No quiso dar información,E,Norte-occidente
52,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
42,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,5,"Igual a un salario mínimo ($2,400)",H,Centro
57,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,NS,NS,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
35,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,1,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
49,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
27,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
60,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
64,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,8,"Igual a un salario mínimo ($2,400)",F,Centro
40,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,9,"Igual a un salario mínimo ($2,400)",E,Sur
45,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,7,NS,G,Centro-norte
63,2 Mujer,Técnica o comercial con secundaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,NS,NS,5,NS,J,Norte-occidente
35,2 Mujer,Normal de licenciatura,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria técnica,Primaria,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro-norte
