objetivo,p05,p06,p09_1,p10_1,estatura,p21,p23,p24,p28,p38_11,p43,p38m_11,p43m,p60,p61,p64,p86,p87,p98,p122,p131,p132,p142,p143,p144,p151,region,escolaridadh,indigena,X4,probit_pred,count
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
3,36,2,1,1,155,57,25,5,4,57,4,52,4,3,2,18,45,20,16,4,1,1,17,2,19,6,2,12,0,6,5,3
9,30,1,1,1,170,92,28,2,3,55,4,53,4,4,4,21,40,7,21,3,1,2,18,3,20,8,1,14,0,6,5,-3
1,35,1,1,1,170,86,15,5,2,59,4,59,2,2,2,19,60,15,19,2,0,1,20,1,21,6,4,12,0,6,5,5
2,39,1,5,4,165,85,26,2,2,79,2,75,2,11,11,11,45,7,25,4,0,1,21.55405,2.6724489,22.825521,8,1,6,0,2,1,0
9,29,1,1,1,172,85,5,3,3,62,10,62,11,2,2,23,94,0,17,2,0,2,21.55405,2.6724489,22.825521,6,1,15,0,6,5,-3
8,46,1,5,4,175,90,21,4,5,97,2,85,9,4,4,14,40,3,14,6,2,3,21.55405,2.6724489,22.825521,7,4,6,0,10,10,2
9,38,2,1,8,187,68,26,3,5,58,4,50,6,3,2,19,8,19,20,5,1,2,20,2,24,8,2,12,0,9,10,0
8,44,1,1,1,160,70,17,3,4,67,4,64,7,5,3,18,60,2,14,5,0,1,21.55405,1,27,9,4,12,0,9,10,1
6,62,1,1,1,155,78,30,4,2,90,2,90,2,2,2,16.588694,40,28,21,3,0,3,26,4,26,7,5,10,0,3,1,-3
5,29,1,8,8,170,60,15,3,3,53,4,47,2,3,2,25,20,5,17,3,0,2,25,2.6724489,22.825521,7,4,17,0,6,5,1
8,35,2,7,8,164,74,14,3,3,61,4,60,6,4,1,18,44,8,15,4,1,3,21.55405,2.6724489,22.825521,8,3,15,0,9,10,1
4,26,1,1,1,168,65,26,1,4,47,5,45,4,5,1,16,48,3,19,5,1,2,21.55405,2.6724489,22.825521,7,1,9,0,6,5,2
10,36,1,7,1,173,90,9,1,7,68,10,76,6,5,3,23,80,4,18,6,1,3,29,2,30,7,4,16,0,10,10,0
7,62,1,5,4,165,65,17,4,3,97,2,97,2,11,6,17,60,1,12,4,0,3,22,3,22,6,4,9,1,2,1,-5
10,26,2,7,1,162,56,17,1,7,52,12,50,10,2,1,24,50,1,25,7,2,2,21.55405,2.6724489,22.825521,9,4,16,0,10,10,0
6,38,2,5,4,149,60,9,1,4,70,2,68,2,2,2,18,24,0,16,4,0,2,22,1,25,8,4,12,0,6,5,0
4,40,1,7,8,178,85,29,4,4,65,2,55,2,5,1,27,90,15,11,3,4,1,24,3,30,7,4,17,0,10,10,6
10,49,1,8,8,177,85,9,1,5,71,4,68,2,4,3,24,60,22,25,5,1,1,26,2.6724489,22.825521,7,4,16,0,10,10,0
1,45,2,4,4,145,82,7,2,2,55,2,60,2,4,1,12,48,17,16,1,0,2,30,1,18,7,5,6,0,1,1,0
8,28,1,8,8,170,61,9,4,4,52,4,48,3,3,2,18,35,6,22,6,1,4,21.55405,2.6724489,22.825521,7,4,12,0,9,10,1
7,56,1,7,8,172,75,9,1,5,89,6,88,4,3,2,18,45,2,25,5,1,1,30,1,36,7,4,12,0,10,10,3
7,29,2,1,1,156,64,30,4,5,58,4,53,2,5,2,17,40,3,18,4,1,2,22,1,22,6,1,11,0,8,9,1
9,28,1,1,1,180,90,14,4,3,60,6,56,6,4,4,14,42,0,25,4,0,1,24,2,25,7,3,9,0,9,10,0
1,50,1,1,1,158,65,9,3,3,71.321976,2,67.737869,2,2,2,31,56,32,15,3,0,1,30,2,31,6,4,14,1,6,5,5
10,39,1,7,1,173,72,16,4,5,65,11,61,11,2,2,25,42,7,20,5,2,2,24,2,24,8,3,17,0,10,10,0
9,42,1,1,1,165,62,9,4,5,75,10,65,4,6,1,26,60,16,22,5,1,3,21.55405,2.6724489,22.825521,7,4,12,0,10,10,1
10,55,1,2,2,155,62,25,4,3,92,2,85,2,7,5,22,33,26,22,4,0,1,26,2.6724489,22.825521,7,2,17,0,6,5,-4
8,58,1,3,8,175,85,2,2,6,71.321976,98,67.737869,5,4,3,21,12,19,25,5,1,1,20,2.6724489,22.825521,5,2,15,0,10,10,2
9,36,1,1,1,175,73,22,4,7,65,2,63,2,3,3,22,48,4,15,6,1,2,23,3,20,7,4,16,0,10,10,1
1,38,1,8,4,159,58,12,5,2,71.321976,2,67.737869,2,4,2,16.588694,40,17,21,3,0,0,20,4,21,6,5,9,0,1,1,0
7,38,1,8,4,174,102,12,3,9,58,11,57,11,3,1,23,46,10,23,5,2,2,24,2,25,8,3,17,0,10,10,3
5,29,1,8,8,165,60,30,3,4,65,2,57,4,3,3,17,30,2,21,4,1,2,28,2.6724489,22.825521,6,5,10,0,3,1,-2
6,40,1,8,4,175,93,10,2,4,65,2,60,2,6,3,15,60,11,15,7,1,3,19,4,20,6,2,9,0,8,9,2
5,50,1,1,1,175,95,25,1,3,50,6,50,4,4,1,14,72,0,24,3,0,2,21,1,24,8,2,3,0,6,5,1
9,27,1,7,4,168,90,21,5,6,48,2,55,4,2,1,22,20,1,22,8,2,2,21.55405,2.6724489,22.825521,8,4,15,0,10,10,1
9,32,1,2,2,175,85,27,5,5,73,2,68,2,6,6,15,60,14,18,5,1,1,20,2,21,8,5,9,1,6,5,-3
5,40,2,1,1,155,58,15,5,6,65,2,62,2,5,2,15,60,6,34,5,1,2,20,3,23,11,4,9,0,8,9,3
9,44,1,7,1,175,70,14,3,5,73,2,67.737869,2,6,5,14,20,27,14,4,2,2,24,2,25,7,3,9,0,9,10,0
3,25,1,1,1,159,65,15,5,4,50,6,49,4,4,3,15,18,4,16,5,0,3,21.55405,2.6724489,22.825521,8,4,9,0,6,5,3
7,34,1,1,1,168,62,15,4,3,64,2,58,2,10,4,16,48,2,16,4,0,1,21.55405,2.6724489,22.825521,8,4,12,0,6,5,-1
10,39,1,1,1,173,79,5,4,5,65,11,62,10,5,2,18,50,12,18,6,1,1,29,2,31,9,1,12,0,10,10,0
8,25,1,8,4,160,50,30,3,2,47,4,43,3,3,1,25,45,0,19,4,0,3,21.55405,2.6724489,22.825521,8,5,17,0,6,5,-2
2,45,2,5,4,155,60,32,4,8,80,2,79,2,7,7,28,50,0,25,3,0,1,18,3,19,8,2,16,0,6,5,4
9,30,1,1,1,176,80,15,5,5,53,6,52,10,2,1,22,40,7,20,4,0,1,18,2,23,7,4,15,0,8,9,-1
2,36,1,1,1,170,66,20,1,2,82,2,65,2,3,2,18,72,2,22,2,0,1,34,1,35,6,5,12,0,2,1,0
6,51,1,1,1,175,89,1,2,4,81,4,82,2,3,3,15,4,27,15,4,0,1,20,4,21,9,3,9,0,8,9,2
10,61,2,7,8,167,65,15,2,7,87,4,79,2,4,1,22,50,19,22,7,4,2,21,3,22,10,4,16,0,10,10,0
7,28,1,7,4,181,78,21,4,7,55,11,52,11,1,1,18,30,17,12,7,0,2,19,2,18,6,4,12,0,9,10,2
9,48,2,1,1,160,56,8,2,4,73,2,78,2,4,4,15,50,7,16,4,1,2,32,1,33,7,1,9,0,8,9,-1
8,33,2,2,2,156,62,26,1,6,63,12,54,10,4,1,22,25,10,22,4,1,2,22,3,22,8,1,18,0,10,10,2
8,30,1,1,1,182,79,27,4,1,63,2,53,2,2,2,18,72,1,18,3,0,3,21.55405,2.6724489,22.825521,7,5,12,0,6,5,-2
10,47,1,1,1,172,68,9,1,4,75,6,80,9,5,4,43,40,1,16,5,1,2,20,1,24,8,4,15,0,10,10,0
8,35,2,1,1,159,67,22,3,4,60,3,57,98,3,3,22,40,2,15,4,1,2,26,1,29,8,4,16,0,9,10,1
1,59,1,5,4,162,62,14,5,3,89,2,67.737869,2,14,3,13,3,39,13,5,0,3,19,5,21,7,3,6,0,2,1,1
7,32,1,5,4,172,68,12,2,3,60,4,57,4,6,3,18,30,6,15,3,0,1,24,2,26,8,4,11,1,4,1,-3
10,36,2,3,3,157,55,15,1,4,63,4,69,4,3,2,23,40,10,26,7,2,2,28,1,29,11,4,17,0,10,10,0
9,59,1,1,1,172,93,9,2,2,90,2,67.737869,2,8,1,13,50,4,18,5,2,2,22,3,24,7,1,6,0,9,10,0
6,26,2,8,1,158,60,21,3,6,52,10,52,10,4,4,23,4,1,17,3,0,2,21,1,22,8,4,17,0,8,9,2
10,25,2,1,1,165,75,2,2,5,50,6,48,6,2,2,18,48,5,21,4,1,1,21.55405,1,20,7,1,12,0,10,10,0
7,33,1,1,1,180,110,25,3,4,55,11,54,11,3,1,27,40,2,14,2,1,1,26,2,26,7,2,17,0,9,10,2
6,27,1,5,4,165,80,9,2,3,50,5,49,5,2,1,16,60,11,16,5,1,1,20,1,20,9,4,9,0,8,9,2
9,27,1,1,1,162,70,27,3,3,52,6,49,4,2,1,15,48,4,17,4,0,1,24,1,25,7,5,9,0,6,5,-3
9,26,1,1,1,172,85,13,5,4,71.321976,11,47,8,1,1,21,48,6,21,5,1,2,21.55405,2.6724489,22.825521,6,4,11,0,10,10,1
9,30,1,1,1,172,84,9,2,5,53,6,52,6,3,1,16.588694,45,0,18,5,0,2,21.55405,3,23,5,4,14,0,9,10,0
9,25,1,1,1,165,63,14,2,3,53,6,53,2,4,3,18,44,1,18,7,0,2,20,2.6724489,22.825521,6,3,12,0,9,10,0
10,29,2,7,1,169,77,20,4,6,52,11,49,8,2,2,24,40,4,17,6,2,3,21.55405,2.6724489,22.825521,6,5,16,0,10,10,0
9,35,2,1,1,157,82,9,2,3,61,4,57,6,4,2,28,3,11,21,4,0,2,29,2,29,6,4,16,0,9,10,0
10,35,2,1,1,163,55,15,2,5,68,4,69,4,4,4,22,70,10,25,5,1,2,26,1,28,6,4,16,0,10,10,0
1,35,2,1,1,165,71,25,2,2,65,2,58,2,5,4,12,50,0,34,2,0,2,15,2,15,1,1,3,0,1,1,0
6,34,1,11,8,170,100,16,5,4,60,2,57,2,9,5,17,60,1,19,3,1,1,22,4,23,8,4,12,0,6,5,0
9,29,1,1,1,172,85,5,3,3,62,10,62,11,2,2,23,94,0,17,2,0,2,21.55405,2.6724489,22.825521,6,1,15,0,6,5,-3
6,27,2,5,4,159,65,9,2,5,49,10,47,6,2,2,18,70,2,19,5,0,2,21.55405,2.6724489,22.825521,7,4,12,0,9,10,3
5,43,2,5,4,159,56,9,2,3,80,2,77,2,6,4,19,70,27,19,5,0,2,24,2,25,8,4,17,0,9,10,4
4,44,1,5,4,170,89,31,4,3,80,2,77,2,8,2,18,2,3,25,3,0,3,21.55405,2.6724489,22.825521,7,5,9,0,6,5,2
9,62,1,1,1,162,65,16,4,5,94,2,89,2,9,5,19,30,15,17,7,2,4,22,4,23,8,3,12,1,10,10,1
8,32,1,1,1,163,72,21,2,6,62,2,65,4,7,4,19,36,8,16,5,1,1,19,3,20,7,4,14,0,8,9,0
5,33,1,7,8,172,80,14,3,3,72,2,67,4,5,4,13,60,14,16,1,3,1,21.55405,2.6724489,22.825521,8,3,7,0,8,9,3
1,43,1,4,4,165,100,30,3,1,69,2,67,2,7,4,14,30,25,25,1,0,1,30,2,32,6,5,8,0,1,1,0
7,38,1,1,1,178,89,14,1,5,68,2,56,3,2,2,19,3,3,18,4,1,2,20,1,19,8,1,12,0,10,10,3
6,38,2,5,4,155,58,30,4,3,71.321976,98,57,2,4,1,15,35,0,38,2,0,1,23,4,24,8,4,9,0,2,1,-4
6,26,2,8,1,158,60,21,3,6,52,10,52,10,4,4,23,4,1,17,3,0,2,21,1,22,8,4,17,0,8,9,2
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
10,33,1,2,2,188,92,15,1,5,71.321976,10,65,9,5,3,23,36,0,20,4,2,1,29,2,30,7,3,17,0,10,10,0
5,32,1,4,4,165,73,30,5,3,61,2,58,2,3,2,18,70,3,20,4,1,1,26,1,23,7,5,12,0,3,1,-2
4,42,1,11,1,165,76,15,2,4,75,2,67,2,3,2,37,10,6,18,5,1,1,30,2,29,9,4,16,0,9,10,5
9,63,1,5,4,162,62,9,5,2,93,2,87,2,10,1,13,45,42,13,4,1,1,19,5,20,8,4,6,0,4,1,-5
8,25,1,1,1,165,68,23,4,3,56,10,55,6,4,4,22,56,1,20,4,0,1,19,1,20,8,5,16,0,9,10,1
2,25,2,1,1,150,65,12,5,5,40,2,38,2,1,1,15,48,1,23,4,0,2,15,3,16,6,3,9,0,2,1,0
1,37,1,1,1,166,80,25,2,4,70,2,65,2,10,5,15,48,8,15,5,1,1,25,3,26,8,1,9,0,6,5,5
6,44,1,5,5,185,80,13,4,6,64,9,64,7,2,1,21,40,17,22,4,1,1,20,2,22,7,4,16,0,8,9,2
2,25,1,5,4,170,75,15,4,2,50,2,50,2,2,1,19,30,7,16,3,0,1,21.55405,2.6724489,22.825521,8,4,12,0,2,1,0
10,41,1,7,8,170,85,28,3,4,78,11,76,11,2,2,25,40,4,18,4,2,1,32,2.6724489,22.825521,8,1,15,0,10,10,0
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
8,35,1,1,1,178,92,24,2,5,73,2,73,2,8,7,20,40,4,23,3,1,2,24,2,25,8,3,14,0,8,9,0
3,40,1,5,8,162,78,19,5,3,60,2,55,2,5,3,12,35,7,33,3,1,1,18,1,22,8,1,6,0,6,5,3
7,30,1,1,1,160,90,31,2,3,55,98,50,10,4,4,18,50,8,19,2,1,4,24,2,24,6,5,12,1,8,9,1
8,26,1,5,4,160,85,11,3,4,45,11,39,11,6,4,20,36,3,17,3,0,1,24,3,24,6,4,12,0,6,5,-2
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
9,27,1,7,4,168,90,21,5,6,48,2,55,4,2,1,22,20,1,22,8,2,2,21.55405,2.6724489,22.825521,8,4,15,0,10,10,1
3,25,1,1,1,170,98,19,1,1,45,4,43,2,3,1,15,54,1,24,3,0,1,15,2,16,8,1,7,0,4,1,1
4,28,1,1,1,180,98,19,1,5,60,10,55,6,3,2,19,134,2,18,5,0,3,22,2.6724489,22.825521,8,1,12,0,10,10,6
8,29,1,1,1,172,65,32,4,4,50,2,47,2,3,1,18,40,1,15,2,0,2,21,1,22,7,3,12,0,6,5,-2
4,42,2,4,4,156,70,30,5,3,63,2,63,2,3,1,15,60,3,20,4,1,2,16,3,17,7,4,9,0,4,1,0
4,27,1,1,1,170,63,15,1,6,64,4,59,2,9,7,16.588694,30,1,25,6,2,4,21.55405,2.6724489,22.825521,8,4,16,0,10,10,6
7,25,1,1,1,170,107,26,4,4,40,2,40,4,1,1,15,48,0,9,4,0,2,21.55405,2.6724489,22.825521,6,1,9,0,3,1,-4
8,46,1,5,8,175,106,24,4,2,76,2,70,2,6,4,14,50,31,14,4,1,2,20,3,21,7,3,9,0,8,9,0
6,25,1,1,1,173,90,21,4,8,56,2,57,6,2,1,18,50,3,19,9,0,1,20,2,21,7,4,12,0,10,10,4
7,48,2,5,4,155,69,21,4,1,70,2,69,2,8,4,16,60,2,17,3,0,3,27,1,26,9,4,9,0,6,5,-1
4,39,1,1,1,166,65,28,2,5,89,2,54,2,1,1,18,48,0,18,3,0,1,25,3,23,8,1,11,0,6,5,2
6,37,2,8,8,158,87,9,4,3,59,2,58,2,4,1,22,20,15,22,3,0,2,22,1,23,8,4,17,0,6,5,0
2,38,1,9,8,158,58,12,3,2,67,2,63,2,4,4,18,40,2,19,2,0,1,19,2,20,6,5,12,0,1,1,-1
9,31,1,1,8,178,62,10,2,4,54,3,50,4,3,1,16.588694,44,0,16,5,1,2,21.55405,2.6724489,22.825521,8,2,13,0,8,9,-1
3,26,1,5,4,160,70,18,5,2,57,2,55,2,4,4,15,48,12,15,5,1,1,21.55405,2.6724489,22.825521,7,2,9,0,6,5,3
8,42,1,4,4,165,103,16,5,8,73,4,64,2,5,4,22,48,21,21,5,1,1,26,2,27,7,3,11,0,8,9,0
3,48,2,1,1,152,64,32,5,4,90,2,90,2,13,12,15,48,16,18,3,0,1,18,4,19,8,2,12,0,6,5,3
8,30,1,5,2,170,73,9,5,2,73,4,60,2,5,3,17,50,10,19,6,0,1,28,2,30,4,4,10,0,6,5,-2
8,25,1,1,1,168,80,3,5,7,45,6,43,2,3,1,25,30,2,24,6,1,1,24,2.6724489,22.825521,5,2,16,0,9,10,1
9,48,2,1,1,153,68,9,1,5,71,2,69,2,4,2,15,30,16,30,4,0,2,20,2,20,8,4,9,0,6,5,-3
6,64,2,1,1,156,90,26,3,2,89,2,86,2,4,1,14,8,5,16,5,2,2,18,4,19,9,1,3,0,9,10,3
9,35,1,1,1,178,80,9,1,4,69,2,67,2,3,1,18,50,17,18,6,1,3,21.55405,2.6724489,22.825521,6,4,12,0,10,10,1
2,42,1,8,8,175,79,12,4,2,81,3,78,2,1,1,18,60,32,22,2,1,1,35,2.6724489,22.825521,8,5,12,0,4,1,2
3,25,1,4,4,193,100,20,5,3,58,6,50,6,2,2,18,40,4,20,3,0,1,21.55405,2.6724489,22.825521,9,5,12,0,4,1,1
5,33,1,5,4,172,85,8,5,2,58,2,68,2,4,3,15,40,1,15,3,1,1,28,1,28,8,1,9,0,4,1,-1
2,27,1,8,8,175,95,15,3,6,69,2,64,4,2,2,24,36,5,12,6,0,4,21.55405,2.6724489,22.825521,8,4,14,0,6,5,4
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
7,50,1,8,8,178,75,21,3,5,74,11,70,2,3,3,30,42,5,17,4,1,2,21.55405,2.6724489,22.825521,7,4,17,0,10,10,3
6,56,2,1,1,164,80,9,1,5,83,2,78,2,5,1,18,48,0,18,5,0,2,21.55405,2,32,8,3,9,0,6,5,0
9,50,2,7,2,158,76,10,2,5,71.321976,2,67.737869,2,10,6,22,30,3,17,5,1,2,23,2,25,9,2,16,0,10,10,1
7,35,2,8,8,160,60,15,4,4,60,4,61,5,3,2,18,60,0,23,4,0,3,18,2,19,8,4,9,0,6,5,-1
5,46,2,5,4,145,58,13,5,3,83,2,76,2,7,6,15,49,6,24,4,0,2,21.55405,4,16,6,4,9,0,2,1,-3
8,43,2,7,1,168,80,16,3,2,77,2,70,2,3,1,40,72,20,15,6,0,2,18,3,19,7,3,12,0,9,10,1
7,44,2,5,4,170,70,26,3,5,87,2,67.737869,2,1,1,18,24,10,34,5,2,1,21.55405,3,23,9,1,12,0,10,10,3
8,35,1,1,1,169,89,21,1,4,68,2,65,2,3,1,22,60,5,13,5,0,2,21,1,22,4,4,12,0,8,9,0
1,30,1,4,4,162,75,31,5,2,57,4,57,2,2,1,11,48,2,15,2,0,2,21.55405,2.6724489,22.825521,7,5,9,1,1,1,0
6,61,2,1,1,147,54,21,3,3,90,2,80,2,8,1,13,30,10,16,4,0,1,20,3,22,8,4,6,0,6,5,0
1,37,2,5,4,150,51,15,5,2,71.321976,4,67.737869,2,8,2,10,18,1,18,5,0,1,20,2,30,8,4,5,1,2,1,1
7,40,1,1,1,176,102,28,3,4,72,98,70,2,3,3,15,45,17,16,4,0,2,33,2.6724489,22.825521,7,1,9,0,6,5,-1
5,30,2,1,1,166,78,25,4,5,50,4,50,6,2,1,18,10,3,27,3,1,1,22,2,22,6,2,12,0,8,9,3
9,26,1,1,1,176,114,9,4,6,57,2,52,6,2,2,16,48,4,23,4,1,1,19,3,19,8,4,9,0,9,10,0
5,28,2,1,1,152,65,24,2,2,58,2,59,2,5,5,17,48,4,24,5,0,2,17,1,17,7,3,9,0,6,5,1
3,34,2,8,8,154,70,12,4,3,64,2,77,2,1,1,18,56,25,10,4,0,2,21.55405,2.6724489,22.825521,7,5,12,0,4,1,1
1,36,1,1,1,160,75,15,5,3,55,2,53,2,3,2,15,50,12,20,4,0,2,25,1,20,7,4,9,0,4,1,3
9,45,1,5,4,175,89,8,3,4,78,2,74,2,10,3,16,60,24,16,5,2,2,22,3,23,8,1,9,0,9,10,0
10,60,1,8,8,172,65,26,5,1,83,2,81,2,4,1,60,20,1,10,6,1,2,21,2,34,10,1,16,0,9,10,-1
10,27,1,7,8,173,64,14,2,6,55,11,55,11,4,3,23,30,2,16,3,1,3,21.55405,2.6724489,22.825521,8,3,16,0,9,10,-1
5,50,2,1,5,165,70,11,2,5,71.321976,2,72,2,4,1,15,8,7,18,5,1,2,18,2,18,7,4,9,0,6,5,1
9,37,1,1,1,165,80,15,3,3,60,12,60,2,2,2,24,48,1,17,5,0,2,27,2.6724489,22.825521,8,4,17,0,10,10,1
9,32,2,1,1,167,83,30,5,7,56,11,56,11,3,1,23,30,1,23,7,1,2,23,1,30,8,5,16,0,10,10,1
8,58,1,3,8,175,85,2,2,6,71.321976,98,67.737869,5,4,3,21,12,19,25,5,1,1,20,2.6724489,22.825521,5,2,15,0,10,10,2
6,52,1,5,4,150,67,24,5,2,89,2,82,2,12,9,10,15,15,10,4,0,2,20,3,37,7,2,5,0,2,1,-4
1,25,2,1,1,170,65,18,3,4,48,2,48,4,5,3,18,4,0,17,7,0,1,18,2,19,7,2,11,0,9,10,8
3,41,2,7,8,160,60,20,5,5,84,2,70,2,3,1,21,48,17,22,4,0,2,21.55405,2.6724489,22.825521,6,5,12,0,3,1,0
10,28,1,1,1,175,78,15,3,4,48,4,53,2,1,1,16.588694,56,6,15,6,1,1,21.55405,2.6724489,22.825521,8,2,14,0,6,5,-4
9,35,2,7,1,163,90,14,5,2,75,2,73,2,9,9,17,30,14,18,3,2,2,26,1,29,8,3,12,1,9,10,0
6,44,1,7,4,170,82,25,4,6,85,2,83,2,11,7,17,48,17,15,3,1,1,22,4,23,8,3,9,0,4,1,-2
10,44,1,7,2,167,76,10,2,4,67,6,64,7,4,2,23,50,8,16,5,2,2,37,4,20,9,2,16,0,10,10,0
8,30,2,1,1,175,90,24,2,2,52,4,50,4,2,1,30,40,7,20,4,2,2,27,1,28,8,3,17,0,10,10,2
6,44,1,7,8,168,90,31,3,3,70,2,64,2,6,1,30,48,0,8,5,0,2,21.55405,2.6724489,22.825521,7,5,14,0,6,5,0
2,42,2,4,4,130,63,21,5,3,88,2,84,2,6,6,15,40,10,12,3,0,1,35,2.6724489,22.825521,10,4,9,0,1,1,-1
1,30,2,4,4,140,55,7,1,2,62,2,63,2,3,3,23,48,20,12,3,0,2,21.55405,3,26,4,5,12,0,1,1,0
5,30,1,7,8,162,79,14,2,5,65,11,63,6,3,2,18,25,17,20,5,1,1,19,2.6724489,22.825521,8,3,12,0,10,10,5
2,25,2,2,2,160,62,23,3,6,55,6,53,9,3,1,16.588694,48,1,20,1,1,2,22,1,22,9,5,16,0,10,10,8
5,35,1,1,1,153,65,26,5,2,61,2,58,4,1,1,15,82,11,25,5,1,2,21.55405,2.6724489,22.825521,8,1,9,0,6,5,1
7,45,1,5,4,165,74,26,5,3,72,2,70,2,6,1,15,60,27,18,2,2,1,20,2.6724489,22.825521,6,1,9,1,3,1,-4
8,33,1,1,1,180,88,30,5,2,54,4,54,2,2,2,22,55,10,14,4,0,2,22,2,23,8,1,9,0,6,5,-2
10,40,2,1,1,160,66,1,1,4,71.321976,5,67.737869,6,3,1,25,48,0,40,4,1,2,25,2,31,9,3,17,0,10,10,0
6,34,1,11,8,170,100,16,5,4,60,2,57,2,9,5,17,60,1,19,3,1,1,22,4,23,8,4,12,0,6,5,0
9,35,1,1,1,174,80,9,1,6,57,2,56,6,3,2,18,60,9,21,6,0,1,21,1,21,5,4,12,0,10,10,1
10,39,2,8,8,150,58,9,1,4,64,6,66,4,3,2,18,30,12,27,4,1,2,18,2,19,7,4,9,0,9,10,-1
7,27,1,7,8,182,110,30,2,5,59,4,54,2,2,2,23,35,0,24,5,1,3,21.55405,2.6724489,22.825521,11,5,16,0,9,10,2
10,48,1,2,2,168,84,27,4,5,97,6,82,6,6,6,22,60,19,14,5,2,2,21.55405,2.6724489,22.825521,8,5,17,0,10,10,0
3,36,1,7,4,158,72,30,5,2,61,2,67.737869,2,3,3,18,40,22,10,2,1,1,24,2,25,7,5,11,0,2,1,-1
10,35,2,7,6,162,62,19,2,9,58,10,55,4,6,2,25,40,7,16,5,1,2,25,2,26,7,1,15,0,10,10,0
3,35,2,8,8,160,65,5,3,7,68,11,62,11,5,5,15,56,1,31,4,0,3,17,2,18,6,1,9,0,6,5,3
10,29,1,1,1,185,83,15,2,5,61,2,53,2,2,1,25,60,3,26,5,1,2,27,2,28,8,4,17,0,10,10,0
6,42,1,8,8,174,84,16,2,4,64,2,67,3,4,1,13,60,27,11,3,0,2,22,3,25,6,3,7,0,4,1,-2
7,46,2,1,1,158,55,11,3,4,83,6,75,4,4,3,15,5,2,44,4,1,2,25,1,30,8,4,9,0,10,10,3
7,40,2,7,4,152,53,23,2,3,63,11,59,4,3,2,26,12,0,27,4,2,1,28,1,29,7,5,17,0,10,10,3
5,30,1,1,1,170,76,16,3,3,71.321976,2,67.737869,2,4,2,16,50,0,14,3,0,1,23,2,22,7,3,7,0,4,1,-1
6,34,2,1,1,150,54,25,1,2,60,2,53,2,4,3,15,48,2,16,3,1,4,21.55405,2,24,8,2,9,0,6,5,0
2,43,1,1,1,173,69,16,3,5,77,2,66,2,11,6,18,70,0,16,5,0,1,18,2,20,7,3,10,0,6,5,4
9,30,2,1,1,160,78,28,2,5,62,2,57,4,3,1,18,40,11,19,5,1,4,24,2,25,10,1,12,0,9,10,0
2,43,1,5,4,180,80,8,5,2,68,2,69,2,6,2,13,48,8,15,4,0,1,24,4,24,7,1,6,0,2,1,0
6,34,1,1,1,170,61,1,2,5,66,98,65,2,7,7,18,40,0,17,3,1,1,22,1,25,8,3,9,0,6,5,0
10,45,1,5,8,175,80,15,3,4,85,4,64,2,4,1,22,50,10,18,9,1,1,30,1,33,6,4,16,0,10,10,0
5,38,2,7,8,163,70,16,5,3,75,2,62,2,7,3,16.588694,70,2,12,5,0,2,21.55405,2.6724489,22.825521,7,3,13,0,6,5,1
1,45,1,6,4,187,82,16,4,9,76,2,64,2,10,2,37,48,37,8,2,1,1,23,4,23,6,3,6,0,3,1,2
6,25,1,7,1,168,77,14,2,5,50,2,53,4,2,1,16.588694,72,5,14,5,0,2,21.55405,2.6724489,22.825521,8,3,15,0,8,9,2
3,29,1,7,1,180,120,20,5,2,54,11,50,6,3,2,24,36,2,20,5,0,2,29,2.6724489,22.825521,7,5,17,0,9,10,6
9,43,1,5,8,180,75,24,5,4,68,2,66,2,3,1,15,60,5,13,4,1,1,23,2.6724489,22.825521,7,3,9,0,6,5,-3
7,35,2,5,4,158,68,8,2,4,62,4,62,4,3,1,22,23,0,15,5,1,3,21.55405,2.6724489,22.825521,10,1,17,0,9,10,2
9,43,2,2,2,160,62,12,4,3,69,10,68,10,3,1,22,6,9,22,3,1,2,27,3,29,8,5,17,0,8,9,-1
7,29,2,5,4,160,70,30,4,3,53,2,54,2,3,2,12,49,1,12,2,0,2,18,1,20,4,5,6,0,1,1,-6
9,40,2,7,8,157,60,10,4,4,64,2,59,2,5,1,18,48,18,22,4,0,2,21.55405,2.6724489,22.825521,7,4,12,0,8,9,-1
6,27,2,5,4,168,57,11,5,3,44,4,67.737869,4,3,3,18,8,3,19,4,1,2,21.55405,2.6724489,22.825521,9,4,10,0,6,5,0
10,49,2,1,1,150,54,22,3,7,75,2,71,2,9,3,40,40,29,21,5,2,3,22,3,22,8,4,16,0,10,10,0
6,25,2,1,1,156,55,11,2,3,40,3,44,2,3,1,17,20,1,24,3,0,2,18,1,24,8,4,12,0,6,5,0
